JN558040.1_Symbiodinium_sp._C1	KR996308.1_Symbiodinium_thermophilum	JN558045.1_Symbiodinium_sp._C90	JN558048.1_Symbiodinium_sp._C91	JN558042.1_Symbiodinium_sp._C15	JN558051.1_Symbiodinium_sp._H1	JN558053.1_Symbiodinium_sp._H1a	AJ291513.1_Symbiodinium_sp._clade_H_751	AJ621148.1_Symbiodinium_sp._H_isolate_FL34_1286x	AJ291520.2_Symbiodinium_sp._clade_H_isolate_1678J	MT015652.1_Symbiodinium_sp_P1C4_Clade_H_Heron_Island	JQ247043.1_Symbiodinium_sp._F2	JQ247044.1_Symbiodinium_sp._F2ae	AJ830912.1_Symbiodinium_sp._clade_F_isolate_El67b_1335j	AJ830914.1_Symbiodinium_sp._clade_F_El52_1320j	JQ247046.1_Symbiodinium_sp._F3.2	AJ872076.1_Symbiodinium_sp._clade_F_isolate_MS8_5243X	AJ830916.1_Symbiodinium_sp._clade_F_isolate_MS26_5244x	MT015653.1_Symbiodinium_sp_P2D2_Clade_Fr3_Heron_Island	JQ247045.1_Symbiodinium_sp._F3.1a	AJ308895.1_Symbiodinium_sp._FG188C1	AJ291525.1_Symbiodinium_sp._clade_F_isolate_1635_	MT015654.1_Symbiodinium_sp_P1G6_Clade_Fr3_Heron_Island	JQ247047.1_Symbiodinium_sp._F4.1	AJ621146.1_Symbiodinium_sp._F_isolate_FL77_1349x	JQ247048.1_Symbiodinium_sp._F4.8	AJ621145.1_Symbiodinium_sp._F_isolate_FL74_1334x	AJ291527.1_Symbiodinium_sp._F_isolate_836	AJ621135.1_Symbiodinium_sp._F_isolate_PC227_1628x	LK934666.1_Symbiodinium_kawagutii	JN558066.1_Symbiodinium_sp._F1	JN558072.1_Symbiodinium_sp._F5.2g	AJ872077.1_Symbiodinium_sp._clade_F_isolate_RII40_971X	JN558063.1_Symbiodinium_sp._F5.1	JN558069.1_Symbiodinium_sp._F5.1d	KT149349.1_Symbiodinium_minutum_strain_Mf	KT149346.1_Symbiodinium_antillogorgium	KT149350.1_Symbiodinium_pseudominutum	KT149347.1_Symbiodinium_endomadracis	LK934671.1_Symbiodinium_psygmophilum	KT149345.1_Symbiodinium_aenigmaticum	FN561559.1_Symbiodinium_sp._nr_I1	FN561560.1_Symbiodinium_sp._nr_I2	LC503502.1	LC503503.1	LC503504.1	LC503505.1	KY131782.1_Symbiodinium_glynnii	KF740686.1_Symbiodinium_sp._D8	JN558078.1_Symbiodinium_sp._D1a	KF740688.1_Symbiodinium_sp._D15	JQ247049.1_Symbiodinium_sp._D1.1	JN558081.1_Symbiodinium_sp._D1.2	KM972549.1_Symbiodinium_microadriaticum	KP114226.1_Symbiodinium_sp._TLJ_2015c_strain_CCMP_2469	JN558094.1_Symbiodinium_sp._A13	KM816405.1_Symbiodinium_sp._TLJ_2015a_strain_CCMP_832	JN558091.1_Symbiodinium_sp._A3	KF740671.1_Symbiodinium_pilosum	JN558097.1_Symbiodinium_sp._A2	JN558100.1_Symbiodinium_sp._A2	JN558103.1_Protodinium_simplex	JN558084.1_Symbiodinium_sp._E1	HF568830.1_Symbiodinium_voratum	JN558089.1_Symbiodinium_sp._G2	JN558088.1_Symbiodinium_sp._G2b	MF322789.1_Symbiodinium_endoclionum	MF322787.1_Symbiodinium_spongiolum	KF740677.1_Symbiodinium_sp._C7a
LC503504.1	0.2928748823	0.2928748823	0.2928738801	0.2912068999	0.291284723	0.3013541929	0.29949426	0.29949426	0.3032255469	0.3089458298	0.2969693792	0.3989231033	0.4056692394	0.4230403146	0.4196303852	0.327513193	0.3258495089	0.3258495089	0.3293404079	0.3363687153	0.3347059665	0.3330513928	0.3272718603	0.3764576207	0.3696567057	0.3749527693	0.3731978944	0.3731978944	0.3731968922	0.3785068816	0.3699449018	0.3547239995	0.3615280739	0.3571045591	0.3553472651	0.3923517062	0.3923517062	0.3906612659	0.3906612659	0.385546855	0.3889456583	0.1965061439	0.1949886819	0.005023799	0.0050266608	0	0.0016699026	0.3920311564	0.3903745996	0.3903735974	0.3920269463	0.3586064854	0.3420740729	0.5416163277	0.5432659298	0.5432659298	0.5448079512	0.546463747	0.5383776266	0.5367294924	0.5383780384	0.6808425408	0.5406196574	0.5389652446	0.4905842719	0.487224463	0.4556909514	0.4590515305	0.3032539631
LC503505.1	0.2912096539	0.2912096539	0.2912086517	0.2895416715	0.2896194946	0.2996889645	0.2978290316	0.2978290316	0.3015603185	0.3072806014	0.2953041508	0.3972578749	0.404004011	0.4213750862	0.4179651568	0.3258479646	0.3241842805	0.3241842805	0.3276751795	0.3347034869	0.3330407381	0.3313861644	0.3256066319	0.3747923923	0.3679914773	0.3732875409	0.371532666	0.371532666	0.3715316638	0.3768416532	0.3682796734	0.3530587711	0.3598628455	0.3554393307	0.3536820367	0.3906864778	0.3906864778	0.3889960375	0.3889960375	0.3838816266	0.3872804299	0.1948409155	0.1933234535	0.0066916972	0.006694559	0.0016699026	0	0.390365928	0.3887093712	0.388708369	0.3903617179	0.356941257	0.3404088445	0.5399510993	0.5416007014	0.5416007014	0.5431427228	0.5447985186	0.5367123982	0.535064264	0.53671281	0.6791773124	0.538954429	0.5373000162	0.4889190435	0.4855592346	0.454025723	0.4573863021	0.3015887347
KY131782.1_Symbiodinium_glynnii	0.3461747447	0.3461747447	0.3461737425	0.3445067623	0.3445845854	0.3546540553	0.3527941224	0.3527941224	0.3565254093	0.3622456922	0.3502692416	0.4522229657	0.4589691018	0.476340177	0.4729302476	0.3808130554	0.3791493713	0.3791493713	0.3826402703	0.3896685777	0.3880058289	0.3863512552	0.3805717227	0.4297574831	0.4229565681	0.4282526317	0.4264977568	0.4264977568	0.4264967546	0.431806744	0.4232447642	0.4080238619	0.4148279363	0.4104044215	0.4086471275	0.4456515686	0.4456515686	0.4439611283	0.4439611283	0.4388467174	0.4422455207	0.3509631389	0.3494456769	0.397052951	0.3970558128	0.3920311564	0.390365928	0	0.0016585612	0.0016595634	0.0033149167	0.1831997618	0.1666673493	0.4581805129	0.459830115	0.459830115	0.4613721364	0.4630279322	0.4549418118	0.4532936776	0.4549422236	0.597406726	0.4571838426	0.4555294298	0.4560259581	0.4526661492	0.4211326376	0.4244932167	0.3565538255
KF740686.1_Symbiodinium_sp._D8	0.3445181879	0.3445181879	0.3445171857	0.3428502055	0.3429280286	0.3529974985	0.3511375656	0.3511375656	0.3548688525	0.3605891354	0.3486126848	0.4505664089	0.457312545	0.4746836202	0.4712736908	0.3791564986	0.3774928145	0.3774928145	0.3809837135	0.3880120209	0.3863492721	0.3846946984	0.3789151659	0.4281009263	0.4213000113	0.4265960749	0.4248412	0.4248412	0.4248401978	0.4301501872	0.4215882074	0.4063673051	0.4131713795	0.4087478647	0.4069905707	0.4439950118	0.4439950118	0.4423045715	0.4423045715	0.4371901606	0.4405889639	0.3493065821	0.3477891201	0.3953963942	0.395399256	0.3903745996	0.3887093712	0.0016585612	0	0.0000030066	0.0016583599	0.181543205	0.1650107925	0.4565239561	0.4581735582	0.4581735582	0.4597155796	0.4613713754	0.453285255	0.4516371208	0.4532856668	0.5957501692	0.4555272858	0.453872873	0.4543694013	0.4510095924	0.4194760808	0.4228366599	0.3548972687
JN558078.1_Symbiodinium_sp._D1a	0.3445171857	0.3445171857	0.3445161835	0.3428492033	0.3429270264	0.3529964963	0.3511365634	0.3511365634	0.3548678503	0.3605881332	0.3486116826	0.4505654067	0.4573115428	0.474682618	0.4712726886	0.3791554964	0.3774918123	0.3774918123	0.3809827113	0.3880110187	0.3863482699	0.3846936962	0.3789141637	0.4280999241	0.4212990091	0.4265950727	0.4248401978	0.4248401978	0.4248391956	0.430149185	0.4215872052	0.4063663029	0.4131703773	0.4087468625	0.4069895685	0.4439940096	0.4439940096	0.4423035693	0.4423035693	0.4371891584	0.4405879617	0.3493055799	0.3477881179	0.395395392	0.3953982538	0.3903735974	0.388708369	0.0016595634	0.0000030066	0	0.0016573577	0.1815422028	0.1650097903	0.4565229539	0.458172556	0.458172556	0.4597145774	0.4613703732	0.4532842528	0.4516361186	0.4532846646	0.595749167	0.4555262836	0.4538718708	0.4543683991	0.4510085902	0.4194750786	0.4228356577	0.3548962665
KF740688.1_Symbiodinium_sp._D15	0.3461705346	0.3461705346	0.3461695324	0.3445025522	0.3445803753	0.3546498452	0.3527899123	0.3527899123	0.3565211992	0.3622414821	0.3502650315	0.4522187556	0.4589648917	0.4763359669	0.4729260375	0.3808088453	0.3791451612	0.3791451612	0.3826360602	0.3896643676	0.3880016188	0.3863470451	0.3805675126	0.429753273	0.422952358	0.4282484216	0.4264935467	0.4264935467	0.4264925445	0.4318025339	0.4232405541	0.4080196518	0.4148237262	0.4104002114	0.4086429174	0.4456473585	0.4456473585	0.4439569182	0.4439569182	0.4388425073	0.4422413106	0.3509589288	0.3494414668	0.3970487409	0.3970516027	0.3920269463	0.3903617179	0.0033149167	0.0016583599	0.0016573577	0	0.1831955517	0.1666631392	0.4581763028	0.4598259049	0.4598259049	0.4613679263	0.4630237221	0.4549376017	0.4532894675	0.4549380135	0.5974025159	0.4571796325	0.4555252197	0.456021748	0.4526619391	0.4211284275	0.4244890066	0.3565496154
JQ247049.1_Symbiodinium_sp._D1.1	0.3127500737	0.3127500737	0.3127490715	0.3110820913	0.3111599144	0.3212293843	0.3193694514	0.3193694514	0.3231007383	0.3288210212	0.3168445706	0.4187982947	0.4255444308	0.442915506	0.4395055766	0.3473883844	0.3457247003	0.3457247003	0.3492155993	0.3562439067	0.3545811579	0.3529265842	0.3471470517	0.3963328121	0.3895318971	0.3948279607	0.3930730858	0.3930730858	0.3930720836	0.398382073	0.3898200932	0.3745991909	0.3814032653	0.3769797505	0.3752224565	0.4122268976	0.4122268976	0.4105364573	0.4105364573	0.4054220464	0.4088208497	0.3175384679	0.3160210059	0.36362828	0.3636311418	0.3586064854	0.356941257	0.1831997618	0.181543205	0.1815422028	0.1831955517	0	0.0235304839	0.4247558419	0.426405444	0.426405444	0.4279474654	0.4296032612	0.4215171408	0.4198690066	0.4215175526	0.563982055	0.4237591716	0.4221047588	0.4226012871	0.4192414782	0.3877079666	0.3910685457	0.3231291545
JN558081.1_Symbiodinium_sp._D1.2	0.2962176612	0.2962176612	0.296216659	0.2945496788	0.2946275019	0.3046969718	0.3028370389	0.3028370389	0.3065683258	0.3122886087	0.3003121581	0.4022658822	0.4090120183	0.4263830935	0.4229731641	0.3308559719	0.3291922878	0.3291922878	0.3326831868	0.3397114942	0.3380487454	0.3363941717	0.3306146392	0.3798003996	0.3729994846	0.3782955482	0.3765406733	0.3765406733	0.3765396711	0.3818496605	0.3732876807	0.3580667784	0.3648708528	0.360447338	0.358690044	0.3956944851	0.3956944851	0.3940040448	0.3940040448	0.3888896339	0.3922884372	0.3010060554	0.2994885934	0.3470958675	0.3470987293	0.3420740729	0.3404088445	0.1666673493	0.1650107925	0.1650097903	0.1666631392	0.0235304839	0	0.4082234294	0.4098730315	0.4098730315	0.4114150529	0.4130708487	0.4049847283	0.4033365941	0.4049851401	0.5474496425	0.4072267591	0.4055723463	0.4060688746	0.4027090657	0.3711755541	0.3745361332	0.306596742
KM972549.1_Symbiodinium_microadriaticum	0.495759916	0.495759916	0.4957589138	0.4940919336	0.4941697567	0.5042392266	0.5023792937	0.5023792937	0.5061105806	0.5118308635	0.4998544129	0.601808137	0.6085542731	0.6259253483	0.6225154189	0.5303982267	0.5287345426	0.5287345426	0.5322254416	0.539253749	0.5375910002	0.5359364265	0.530156894	0.5793426544	0.5725417394	0.577837803	0.5760829281	0.5760829281	0.5760819259	0.5813919153	0.5728299355	0.5576090332	0.5644131076	0.5599895928	0.5582322988	0.5952367399	0.5952367399	0.5935462996	0.5935462996	0.5884318887	0.591830692	0.5005483102	0.4990308482	0.5466381223	0.5466409841	0.5416163277	0.5399510993	0.4581805129	0.4565239561	0.4565229539	0.4581763028	0.4247558419	0.4082234294	0	0.0016516065	0.0016516065	0.0188175137	0.0204733095	0.0526461535	0.0509980193	0.0526465653	0.4105984865	0.4331806395	0.4315262267	0.6056111294	0.6022513205	0.5707178089	0.574078388	0.5061389968
KP114226.1_Symbiodinium_sp._TLJ_2015c_strain_CCMP_2469	0.4974095181	0.4974095181	0.4974085159	0.4957415357	0.4958193588	0.5058888287	0.5040288958	0.5040288958	0.5077601827	0.5134804656	0.501504015	0.6034577391	0.6102038752	0.6275749504	0.624165021	0.5320478288	0.5303841447	0.5303841447	0.5338750437	0.5409033511	0.5392406023	0.5375860286	0.5318064961	0.5809922565	0.5741913415	0.5794874051	0.5777325302	0.5777325302	0.577731528	0.5830415174	0.5744795376	0.5592586353	0.5660627097	0.5616391949	0.5598819009	0.596886342	0.596886342	0.5951959017	0.5951959017	0.5900814908	0.5934802941	0.5021979123	0.5006804503	0.5482877244	0.5482905862	0.5432659298	0.5416007014	0.459830115	0.4581735582	0.458172556	0.4598259049	0.426405444	0.4098730315	0.0016516065	0	0.0000020044	0.0204671158	0.0221229116	0.0542957556	0.0526476214	0.0542961674	0.4122480886	0.4348302416	0.4331758288	0.6072607315	0.6039009226	0.572367411	0.5757279901	0.5077885989
JN558094.1_Symbiodinium_sp._A13	0.4974095181	0.4974095181	0.4974085159	0.4957415357	0.4958193588	0.5058888287	0.5040288958	0.5040288958	0.5077601827	0.5134804656	0.501504015	0.6034577391	0.6102038752	0.6275749504	0.624165021	0.5320478288	0.5303841447	0.5303841447	0.5338750437	0.5409033511	0.5392406023	0.5375860286	0.5318064961	0.5809922565	0.5741913415	0.5794874051	0.5777325302	0.5777325302	0.577731528	0.5830415174	0.5744795376	0.5592586353	0.5660627097	0.5616391949	0.5598819009	0.596886342	0.596886342	0.5951959017	0.5951959017	0.5900814908	0.5934802941	0.5021979123	0.5006804503	0.5482877244	0.5482905862	0.5432659298	0.5416007014	0.459830115	0.4581735582	0.458172556	0.4598259049	0.426405444	0.4098730315	0.0016516065	0.0000020044	0	0.0204671158	0.0221229116	0.0542957556	0.0526476214	0.0542961674	0.4122480886	0.4348302416	0.4331758288	0.6072607315	0.6039009226	0.572367411	0.5757279901	0.5077885989
KM816405.1_Symbiodinium_sp._TLJ_2015a_strain_CCMP_832	0.4989515395	0.4989515395	0.4989505373	0.4972835571	0.4973613802	0.5074308501	0.5055709172	0.5055709172	0.5093022041	0.515022487	0.5030460364	0.6049997605	0.6117458966	0.6291169718	0.6257070424	0.5335898502	0.5319261661	0.5319261661	0.5354170651	0.5424453725	0.5407826237	0.53912805	0.5333485175	0.5825342779	0.5757333629	0.5810294265	0.5792745516	0.5792745516	0.5792735494	0.5845835388	0.576021559	0.5608006567	0.5676047311	0.5631812163	0.5614239223	0.5984283634	0.5984283634	0.5967379231	0.5967379231	0.5916235122	0.5950223155	0.5037399337	0.5022224717	0.5498297458	0.5498326076	0.5448079512	0.5431427228	0.4613721364	0.4597155796	0.4597145774	0.4613679263	0.4279474654	0.4114150529	0.0188175137	0.0204671158	0.0204671158	0	0.0016578002	0.055837777	0.0541896428	0.0558381888	0.41379011	0.436372263	0.4347178502	0.6088027529	0.605442944	0.5739094324	0.5772700115	0.5093306203
JN558091.1_Symbiodinium_sp._A3	0.5006073353	0.5006073353	0.5006063331	0.4989393529	0.499017176	0.5090866459	0.507226713	0.507226713	0.5109579999	0.5166782828	0.5047018322	0.6066555563	0.6134016924	0.6307727676	0.6273628382	0.535245646	0.5335819619	0.5335819619	0.5370728609	0.5441011683	0.5424384195	0.5407838458	0.5350043133	0.5841900737	0.5773891587	0.5826852223	0.5809303474	0.5809303474	0.5809293452	0.5862393346	0.5776773548	0.5624564525	0.5692605269	0.5648370121	0.5630797181	0.6000841592	0.6000841592	0.5983937189	0.5983937189	0.593279308	0.5966781113	0.5053957295	0.5038782675	0.5514855416	0.5514884034	0.546463747	0.5447985186	0.4630279322	0.4613713754	0.4613703732	0.4630237221	0.4296032612	0.4130708487	0.0204733095	0.0221229116	0.0221229116	0.0016578002	0	0.0574935728	0.0558454386	0.0574939846	0.4154459058	0.4380280588	0.436373646	0.6104585487	0.6070987398	0.5755652282	0.5789258073	0.5109864161
KF740671.1_Symbiodinium_pilosum	0.4925212149	0.4925212149	0.4925202127	0.4908532325	0.4909310556	0.5010005255	0.4991405926	0.4991405926	0.5028718795	0.5085921624	0.4966157118	0.5985694359	0.605315572	0.6226866472	0.6192767178	0.5271595256	0.5254958415	0.5254958415	0.5289867405	0.5360150479	0.5343522991	0.5326977254	0.5269181929	0.5761039533	0.5693030383	0.5745991019	0.572844227	0.572844227	0.5728432248	0.5781532142	0.5695912344	0.5543703321	0.5611744065	0.5567508917	0.5549935977	0.5919980388	0.5919980388	0.5903075985	0.5903075985	0.5851931876	0.5885919909	0.4973096091	0.4957921471	0.5433994212	0.543402283	0.5383776266	0.5367123982	0.4549418118	0.453285255	0.4532842528	0.4549376017	0.4215171408	0.4049847283	0.0526461535	0.0542957556	0.0542957556	0.055837777	0.0574935728	0	0.001652143	0.003300689	0.4073597854	0.4299419384	0.4282875256	0.6023724283	0.5990126194	0.5674791078	0.5708396869	0.5029002957
JN558097.1_Symbiodinium_sp._A2	0.4908730807	0.4908730807	0.4908720785	0.4892050983	0.4892829214	0.4993523913	0.4974924584	0.4974924584	0.5012237453	0.5069440282	0.4949675776	0.5969213017	0.6036674378	0.621038513	0.6176285836	0.5255113914	0.5238477073	0.5238477073	0.5273386063	0.5343669137	0.5327041649	0.5310495912	0.5252700587	0.5744558191	0.5676549041	0.5729509677	0.5711960928	0.5711960928	0.5711950906	0.57650508	0.5679431002	0.5527221979	0.5595262723	0.5551027575	0.5533454635	0.5903499046	0.5903499046	0.5886594643	0.5886594643	0.5835450534	0.5869438567	0.4956614749	0.4941440129	0.541751287	0.5417541488	0.5367294924	0.535064264	0.4532936776	0.4516371208	0.4516361186	0.4532894675	0.4198690066	0.4033365941	0.0509980193	0.0526476214	0.0526476214	0.0541896428	0.0558454386	0.001652143	0	0.0016505504	0.4057116512	0.4282938042	0.4266393914	0.6007242941	0.5973644852	0.5658309736	0.5691915527	0.5012521615
JN558100.1_Symbiodinium_sp._A2	0.4925216267	0.4925216267	0.4925206245	0.4908536443	0.4909314674	0.5010009373	0.4991410044	0.4991410044	0.5028722913	0.5085925742	0.4966161236	0.5985698477	0.6053159838	0.622687059	0.6192771296	0.5271599374	0.5254962533	0.5254962533	0.5289871523	0.5360154597	0.5343527109	0.5326981372	0.5269186047	0.5761043651	0.5693034501	0.5745995137	0.5728446388	0.5728446388	0.5728436366	0.578153626	0.5695916462	0.5543707439	0.5611748183	0.5567513035	0.5549940095	0.5919984506	0.5919984506	0.5903080103	0.5903080103	0.5851935994	0.5885924027	0.4973100209	0.4957925589	0.543399833	0.5434026948	0.5383780384	0.53671281	0.4549422236	0.4532856668	0.4532846646	0.4549380135	0.4215175526	0.4049851401	0.0526465653	0.0542961674	0.0542961674	0.0558381888	0.0574939846	0.003300689	0.0016505504	0	0.4073601972	0.4299423502	0.4282879374	0.6023728401	0.5990130312	0.5674795196	0.5708400987	0.5029007075
JN558103.1_Protodinium_simplex	0.6349861291	0.6349861291	0.6349851269	0.6333181467	0.6333959698	0.6434654397	0.6416055068	0.6416055068	0.6453367937	0.6510570766	0.639080626	0.7410343501	0.7477804862	0.7651515614	0.761741632	0.6696244398	0.6679607557	0.6679607557	0.6714516547	0.6784799621	0.6768172133	0.6751626396	0.6693831071	0.7185688675	0.7117679525	0.7170640161	0.7153091412	0.7153091412	0.715308139	0.7206181284	0.7120561486	0.6968352463	0.7036393207	0.6992158059	0.6974585119	0.734462953	0.734462953	0.7327725127	0.7327725127	0.7276581018	0.7310569051	0.6397745233	0.6382570613	0.6858643354	0.6858671972	0.6808425408	0.6791773124	0.597406726	0.5957501692	0.595749167	0.5974025159	0.563982055	0.5474496425	0.4105984865	0.4122480886	0.4122480886	0.41379011	0.4154459058	0.4073597854	0.4057116512	0.4073601972	0	0.5724068526	0.5707524398	0.7448373425	0.7414775336	0.709944022	0.7133046011	0.6453652099
JN558084.1_Symbiodinium_sp._E1	0.4947632457	0.4947632457	0.4947622435	0.4930952633	0.4931730864	0.5032425563	0.5013826234	0.5013826234	0.5051139103	0.5108341932	0.4988577426	0.6008114667	0.6075576028	0.624928678	0.6215187486	0.5294015564	0.5277378723	0.5277378723	0.5312287713	0.5382570787	0.5365943299	0.5349397562	0.5291602237	0.5783459841	0.5715450691	0.5768411327	0.5750862578	0.5750862578	0.5750852556	0.580395245	0.5718332652	0.5566123629	0.5634164373	0.5589929225	0.5572356285	0.5942400696	0.5942400696	0.5925496293	0.5925496293	0.5874352184	0.5908340217	0.4995516399	0.4980341779	0.545641452	0.5456443138	0.5406196574	0.538954429	0.4571838426	0.4555272858	0.4555262836	0.4571796325	0.4237591716	0.4072267591	0.4331806395	0.4348302416	0.4348302416	0.436372263	0.4380280588	0.4299419384	0.4282938042	0.4299423502	0.5724068526	0	0.0016564172	0.6046144591	0.6012546502	0.5697211386	0.5730817177	0.5051423265
HF568830.1_Symbiodinium_voratum	0.4931088329	0.4931088329	0.4931078307	0.4914408505	0.4915186736	0.5015881435	0.4997282106	0.4997282106	0.5034594975	0.5091797804	0.4972033298	0.5991570539	0.60590319	0.6232742652	0.6198643358	0.5277471436	0.5260834595	0.5260834595	0.5295743585	0.5366026659	0.5349399171	0.5332853434	0.5275058109	0.5766915713	0.5698906563	0.5751867199	0.573431845	0.573431845	0.5734308428	0.5787408322	0.5701788524	0.5549579501	0.5617620245	0.5573385097	0.5555812157	0.5925856568	0.5925856568	0.5908952165	0.5908952165	0.5857808056	0.5891796089	0.4978972271	0.4963797651	0.5439870392	0.543989901	0.5389652446	0.5373000162	0.4555294298	0.453872873	0.4538718708	0.4555252197	0.4221047588	0.4055723463	0.4315262267	0.4331758288	0.4331758288	0.4347178502	0.436373646	0.4282875256	0.4266393914	0.4282879374	0.5707524398	0.0016564172	0	0.6029600463	0.5996002374	0.5680667258	0.5714273049	0.5034879137
JN558089.1_Symbiodinium_sp._G2	0.4447278602	0.4447278602	0.444726858	0.4430598778	0.4431377009	0.4532071708	0.4513472379	0.4513472379	0.4550785248	0.4607988077	0.4488223571	0.5507760812	0.5575222173	0.5748932925	0.5714833631	0.4793661709	0.4777024868	0.4777024868	0.4811933858	0.4882216932	0.4865589444	0.4849043707	0.4791248382	0.5283105986	0.5215096836	0.5268057472	0.5250508723	0.5250508723	0.5250498701	0.5303598595	0.5217978797	0.5065769774	0.5133810518	0.508957537	0.507200243	0.5442046841	0.5442046841	0.5425142438	0.5425142438	0.5373998329	0.5407986362	0.4495162544	0.4479987924	0.4956060665	0.4956089283	0.4905842719	0.4889190435	0.4560259581	0.4543694013	0.4543683991	0.456021748	0.4226012871	0.4060688746	0.6056111294	0.6072607315	0.6072607315	0.6088027529	0.6104585487	0.6023724283	0.6007242941	0.6023728401	0.7448373425	0.6046144591	0.6029600463	0	0.0033618133	0.1064272377	0.1097878168	0.455106941
JN558088.1_Symbiodinium_sp._G2b	0.4413680513	0.4413680513	0.4413670491	0.4397000689	0.439777892	0.4498473619	0.447987429	0.447987429	0.4517187159	0.4574389988	0.4454625482	0.5474162723	0.5541624084	0.5715334836	0.5681235542	0.476006362	0.4743426779	0.4743426779	0.4778335769	0.4848618843	0.4831991355	0.4815445618	0.4757650293	0.5249507897	0.5181498747	0.5234459383	0.5216910634	0.5216910634	0.5216900612	0.5270000506	0.5184380708	0.5032171685	0.5100212429	0.5055977281	0.5038404341	0.5408448752	0.5408448752	0.5391544349	0.5391544349	0.534040024	0.5374388273	0.4461564455	0.4446389835	0.4922462576	0.4922491194	0.487224463	0.4855592346	0.4526661492	0.4510095924	0.4510085902	0.4526619391	0.4192414782	0.4027090657	0.6022513205	0.6039009226	0.6039009226	0.605442944	0.6070987398	0.5990126194	0.5973644852	0.5990130312	0.7414775336	0.6012546502	0.5996002374	0.0033618133	0	0.1030674288	0.1064280079	0.4517471321
MF322789.1_Symbiodinium_endoclionum	0.4098345397	0.4098345397	0.4098335375	0.4081665573	0.4082443804	0.4183138503	0.4164539174	0.4164539174	0.4201852043	0.4259054872	0.4139290366	0.5158827607	0.5226288968	0.539999972	0.5365900426	0.4444728504	0.4428091663	0.4428091663	0.4463000653	0.4533283727	0.4516656239	0.4500110502	0.4442315177	0.4934172781	0.4866163631	0.4919124267	0.4901575518	0.4901575518	0.4901565496	0.495466539	0.4869045592	0.4716836569	0.4784877313	0.4740642165	0.4723069225	0.5093113636	0.5093113636	0.5076209233	0.5076209233	0.5025065124	0.5059053157	0.4146229339	0.4131054719	0.460712746	0.4607156078	0.4556909514	0.454025723	0.4211326376	0.4194760808	0.4194750786	0.4211284275	0.3877079666	0.3711755541	0.5707178089	0.572367411	0.572367411	0.5739094324	0.5755652282	0.5674791078	0.5658309736	0.5674795196	0.709944022	0.5697211386	0.5680667258	0.1064272377	0.1030674288	0	0.0033625835	0.4202136205
MF322787.1_Symbiodinium_spongiolum	0.4131951188	0.4131951188	0.4131941166	0.4115271364	0.4116049595	0.4216744294	0.4198144965	0.4198144965	0.4235457834	0.4292660663	0.4172896157	0.5192433398	0.5259894759	0.5433605511	0.5399506217	0.4478334295	0.4461697454	0.4461697454	0.4496606444	0.4566889518	0.455026203	0.4533716293	0.4475920968	0.4967778572	0.4899769422	0.4952730058	0.4935181309	0.4935181309	0.4935171287	0.4988271181	0.4902651383	0.475044236	0.4818483104	0.4774247956	0.4756675016	0.5126719427	0.5126719427	0.5109815024	0.5109815024	0.5058670915	0.5092658948	0.417983513	0.416466051	0.4640733251	0.4640761869	0.4590515305	0.4573863021	0.4244932167	0.4228366599	0.4228356577	0.4244890066	0.3910685457	0.3745361332	0.574078388	0.5757279901	0.5757279901	0.5772700115	0.5789258073	0.5708396869	0.5691915527	0.5708400987	0.7133046011	0.5730817177	0.5714273049	0.1097878168	0.1064280079	0.0033625835	0	0.4235741996
KF740677.1_Symbiodinium_sp._C7a	0.010385094	0.010385094	0.0103840918	0.0120490676	0.0153917235	0.0933722114	0.0915122785	0.0915122785	0.0952435654	0.1009638483	0.0889873977	0.240853192	0.2475993281	0.2649704033	0.2615604739	0.1694432817	0.1677795976	0.1677795976	0.1712704966	0.178298804	0.1766360552	0.1749814815	0.169201949	0.2183877094	0.2115867944	0.216882858	0.2151279831	0.2151279831	0.2151269809	0.2204369703	0.2118749905	0.1966540882	0.2034581626	0.1990346478	0.1972773538	0.2342817949	0.2342817949	0.2325913546	0.2325913546	0.2274769437	0.230875747	0.2621859456	0.2606684836	0.3082757577	0.3082786195	0.3032539631	0.3015887347	0.3565538255	0.3548972687	0.3548962665	0.3565496154	0.3231291545	0.306596742	0.5061389968	0.5077885989	0.5077885989	0.5093306203	0.5109864161	0.5029002957	0.5012521615	0.5029007075	0.6453652099	0.5051423265	0.5034879137	0.455106941	0.4517471321	0.4202136205	0.4235741996	0
